School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Webb City,28.56,30.4,58.96,1,1,1
Carthage,24.78,24.98,49.76,2,4,2
Hannibal,22.66,22.1,44.76,4,5,3
Helias Catholic,23.06,21.23,44.29,3,6,4
Sikeston,15.85,27.45,43.3,8,2,5
Harrisonville,12.78,25.19,37.97,15,3,6
Bolivar,20.84,14.85,35.69,5,9,7
Savannah,14.07,16.39,30.47,13,8,8
Raytown South,10.79,18.89,29.69,19,7,9
Union,15.31,14.13,29.45,12,10,10
Platte County,15.66,13.68,29.34,9,11,11
Central (Cape Girardeau),15.62,11.94,27.56,10,12,12
Ladue Horton Watkins,13.95,11.21,25.16,14,15,13
Warrenton,16.93,7.14,24.08,7,23,14
Hillcrest,11.76,11.54,23.3,16,13,15
Farmington,19.15,3.78,22.93,6,37,16
St. Clair,10.84,10.19,21.03,18,17,17
Lafayette (St. Joseph),10.73,9.51,20.24,20,20,18
Gateway,15.33,4.85,20.18,11,28,19
MICDS,10.94,4.74,15.68,17,30,20
Smithville,4.29,10.82,15.11,27,16,21
Miller Career Academy,4.77,9.53,14.31,24,19,22
Grain Valley,4.73,8.33,13.07,25,21,23
Grandview,9.48,3.1,12.59,21,38,24
Excelsior Springs,6.04,4.82,10.86,22,29,25
University City,5.84,3.93,9.77,23,36,26
Festus,-0.87,9.57,8.71,40,18,27
Priory,-0.01,8.03,8.02,35,22,28
Pleasant Hill,-4.32,11.35,7.03,47,14,29
Clayton,2.38,4.46,6.84,29,32,30
Benton,0.56,5.44,6.0,33,27,31
Normandy Collaborative,-0.28,5.5,5.22,37,26,32
Moberly,0.52,4.53,5.05,34,31,33
St. Dominic,-0.08,4.19,4.11,36,34,34
Sullivan,-1.61,5.72,4.11,42,25,35
Mexico,0.72,2.05,2.77,32,40,36
Roosevelt,4.68,-2.16,2.52,26,50,37
Vashon,-1.66,4.05,2.4,43,35,38
Marshfield,0.84,0.69,1.52,30,45,39
St. Francis Borgia,-1.76,3.03,1.27,44,39,40
Hillsboro,0.82,0.36,1.18,31,46,41
North County,-0.62,1.05,0.43,38,44,42
Republic,-2.52,1.9,-0.63,45,42,43
Warrensburg,-5.79,4.43,-1.36,49,33,44
DeSoto with Kingston,-0.64,-1.09,-1.74,39,47,45
Jennings,-8.52,6.75,-1.77,54,24,46
West Plains,-1.11,-2.47,-3.58,41,51,47
St. Charles West,-5.88,2.02,-3.85,50,41,48
Affton,-2.97,-1.63,-4.6,46,48,49
Pacific,-5.71,-1.7,-7.41,48,49,50
Lutheran South,3.13,-12.42,-9.29,28,61,51
Marshall,-14.18,1.68,-12.51,60,43,52
Liberty North,-6.26,-7.98,-14.24,52,55,53
Kirksville,-10.14,-4.3,-14.44,57,53,54
Windsor (Imperial),-5.93,-10.0,-15.93,51,58,55
St. Mary's South Side,-7.44,-9.41,-16.85,53,57,56
McDonald County,-11.23,-5.99,-17.22,58,54,57
Carl Junction,-8.56,-9.39,-17.95,55,56,58
Van Horn,-9.35,-10.67,-20.02,56,59,59
Westminster Christian Academy,-17.75,-4.04,-21.79,61,52,60
St. Charles,-12.51,-12.86,-25.38,59,62,61
Perryville,-18.27,-10.97,-29.24,62,60,62
Nevada,-21.62,-18.76,-40.38,63,63,63
